,date,total_admissions,admissions_white,admissions_white_rate,admissions_black,admissions_black_rate,admissions_hispanic,admissions_hispanic_rate,admissions_amerind,admissions_amerind_rate,admissions_asian,admissions_asian_rate,admissions_other,admissions_other_rate,state,month,year
0,2015-02-01,1583,600,37.9,193,12.19,633,39.99,130,8.21,6,0.38,21,1.33,Arizona,February,2015
1,2015-03-01,1580,615,38.92,189,11.96,640,40.51,114,7.22,3,0.19,19,1.2,Arizona,March,2015
2,2015-04-01,1779,706,39.69,235,13.21,701,39.4,115,6.46,4,0.22,18,1.01,Arizona,April,2015
3,2015-05-01,1821,730,40.09,260,14.28,669,36.74,125,6.86,8,0.44,29,1.59,Arizona,May,2015
4,2015-06-01,1689,704,41.68,215,12.73,618,36.59,129,7.64,0,0.0,23,1.36,Arizona,June,2015
5,2015-07-01,1871,758,40.51,223,11.92,738,39.44,121,6.47,5,0.27,26,1.39,Arizona,July,2015
6,2015-08-01,1784,760,42.6,206,11.55,670,37.56,119,6.67,6,0.34,23,1.29,Arizona,August,2015
7,2015-09-01,1623,659,40.6,177,10.91,629,38.76,123,7.58,8,0.49,27,1.66,Arizona,September,2015
8,2015-10-01,1673,673,40.23,236,14.11,636,38.02,102,6.1,8,0.48,18,1.08,Arizona,October,2015
9,2015-11-01,1780,734,41.24,205,11.52,696,39.1,110,6.18,10,0.56,25,1.4,Arizona,November,2015
10,2015-12-01,1526,550,36.04,219,14.35,626,41.02,88,5.77,2,0.13,41,2.69,Arizona,December,2015
11,2016-01-01,1569,614,39.13,199,12.68,588,37.48,133,8.48,4,0.25,31,1.98,Arizona,January,2016
12,2016-02-01,1547,618,39.95,205,13.25,577,37.3,118,7.63,5,0.32,24,1.55,Arizona,February,2016
13,2016-03-01,1449,581,40.1,198,13.66,520,35.89,122,8.42,2,0.14,26,1.79,Arizona,March,2016
14,2016-04-01,1660,672,40.48,179,10.78,631,38.01,137,8.25,7,0.42,34,2.05,Arizona,April,2016
15,2016-05-01,1627,657,40.38,176,10.82,649,39.89,123,7.56,3,0.18,19,1.17,Arizona,May,2016
16,2016-06-01,1608,621,38.62,190,11.82,630,39.18,132,8.21,6,0.37,29,1.8,Arizona,June,2016
17,2016-07-01,1615,648,40.12,180,11.15,634,39.26,116,7.18,6,0.37,31,1.92,Arizona,July,2016
18,2016-08-01,1457,600,41.18,179,12.29,532,36.51,113,7.76,6,0.41,27,1.85,Arizona,August,2016
19,2016-09-01,1474,616,41.79,186,12.62,530,35.96,112,7.6,8,0.54,22,1.49,Arizona,September,2016
20,2016-10-01,1583,622,39.29,215,13.58,613,38.72,99,6.25,5,0.32,29,1.83,Arizona,October,2016
21,2016-11-01,1478,604,40.87,196,13.26,538,36.4,108,7.31,5,0.34,27,1.83,Arizona,November,2016
22,2016-12-01,1327,534,40.24,186,14.02,487,36.7,89,6.71,6,0.45,25,1.88,Arizona,December,2016
23,2017-01-01,1463,573,39.17,208,14.22,541,36.98,105,7.18,8,0.55,28,1.91,Arizona,January,2017
24,2017-02-01,1461,532,36.41,189,12.94,589,40.31,121,8.28,4,0.27,26,1.78,Arizona,February,2017
25,2017-03-01,1379,523,37.93,152,11.02,552,40.03,124,8.99,4,0.29,24,1.74,Arizona,March,2017
26,2017-04-01,1782,689,38.66,212,11.9,714,40.07,122,6.85,3,0.17,42,2.36,Arizona,April,2017
27,2017-05-01,1510,600,39.74,194,12.85,567,37.55,117,7.75,3,0.2,29,1.92,Arizona,May,2017
28,2017-06-01,1516,610,40.24,204,13.46,565,37.27,105,6.93,6,0.4,26,1.72,Arizona,June,2017
29,2017-07-01,1685,713,42.31,199,11.81,624,37.03,111,6.59,8,0.47,30,1.78,Arizona,July,2017
30,2017-08-01,1491,585,39.24,189,12.68,562,37.69,114,7.65,5,0.34,36,2.41,Arizona,August,2017
31,2017-09-01,1691,659,38.97,240,14.19,647,38.26,113,6.68,7,0.41,25,1.48,Arizona,September,2017
32,2017-10-01,1630,671,41.17,227,13.93,570,34.97,126,7.73,9,0.55,27,1.66,Arizona,October,2017
33,2017-11-01,1455,592,40.69,197,13.54,541,37.18,99,6.8,8,0.55,18,1.24,Arizona,November,2017
34,2017-12-01,1410,577,40.92,180,12.77,505,35.82,113,8.01,12,0.85,23,1.63,Arizona,December,2017
35,2018-01-01,1447,597,41.26,168,11.61,533,36.83,121,8.36,10,0.69,18,1.24,Arizona,January,2018
36,2018-02-01,1334,537,40.25,187,14.02,491,36.81,90,6.75,3,0.22,26,1.95,Arizona,February,2018
37,2018-03-01,1389,571,41.11,158,11.38,515,37.08,114,8.21,6,0.43,25,1.8,Arizona,March,2018
38,2018-04-01,1778,711,39.99,261,14.68,645,36.28,123,6.92,13,0.73,25,1.41,Arizona,April,2018
39,2018-05-01,1547,608,39.3,200,12.93,586,37.88,120,7.76,11,0.71,22,1.42,Arizona,May,2018
40,2018-06-01,1617,647,40.01,226,13.98,582,35.99,132,8.16,5,0.31,25,1.55,Arizona,June,2018
41,2018-07-01,1515,613,40.46,204,13.47,551,36.37,111,7.33,6,0.4,30,1.98,Arizona,July,2018
42,2018-08-01,1551,621,40.04,215,13.86,553,35.65,127,8.19,9,0.58,26,1.68,Arizona,August,2018
43,2018-09-01,1605,657,40.93,202,12.59,581,36.2,112,6.98,13,0.81,40,2.49,Arizona,September,2018
44,2018-10-01,1358,542,39.91,171,12.59,513,37.78,103,7.58,6,0.44,23,1.69,Arizona,October,2018
45,2018-11-01,1470,601,40.88,187,12.72,525,35.71,121,8.23,6,0.41,30,2.04,Arizona,November,2018
46,2018-12-01,1502,581,38.68,225,14.98,562,37.42,94,6.26,4,0.27,37,2.46,Arizona,December,2018
47,2019-01-01,1460,588,40.27,179,12.26,549,37.6,118,8.08,6,0.41,20,1.37,Arizona,January,2019
48,2019-02-01,1426,568,39.83,174,12.2,528,37.03,134,9.4,6,0.42,16,1.12,Arizona,February,2019
49,2019-03-01,1355,512,37.79,212,15.65,484,35.72,113,8.34,10,0.74,24,1.77,Arizona,March,2019
50,2019-04-01,1666,662,39.74,193,11.58,649,38.96,131,7.86,2,0.12,29,1.74,Arizona,April,2019
51,2019-05-01,1578,640,40.56,190,12.04,579,36.69,132,8.37,5,0.32,32,2.03,Arizona,May,2019
52,2019-06-01,1658,690,41.62,209,12.61,597,36.01,123,7.42,6,0.36,33,1.99,Arizona,June,2019
53,2019-07-01,1462,559,38.24,202,13.82,534,36.53,126,8.62,4,0.27,37,2.53,Arizona,July,2019
54,2019-08-01,1518,609,40.12,200,13.18,545,35.9,147,9.68,4,0.26,14,0.92,Arizona,August,2019
55,2019-09-01,1662,622,37.42,224,13.48,619,37.24,159,9.57,6,0.36,32,1.93,Arizona,September,2019
56,2019-10-01,1527,581,38.05,228,14.93,564,36.94,116,7.6,7,0.46,31,2.03,Arizona,October,2019
57,2019-11-01,1666,636,38.18,223,13.39,627,37.64,121,7.26,10,0.6,49,2.94,Arizona,November,2019
58,2019-12-01,1326,508,38.31,202,15.23,486,36.65,89,6.71,6,0.45,35,2.64,Arizona,December,2019
59,2020-01-01,1389,548,39.45,176,12.67,513,36.93,110,7.92,6,0.43,36,2.59,Arizona,January,2020
60,2020-02-01,1427,538,37.7,183,12.82,550,38.54,112,7.85,6,0.42,38,2.66,Arizona,February,2020
61,2020-03-01,1201,442,36.8,172,14.32,467,38.88,92,7.66,5,0.42,23,1.92,Arizona,March,2020
62,2020-04-01,1182,468,39.59,157,13.28,416,35.19,97,8.21,7,0.59,37,3.13,Arizona,April,2020
63,2020-05-01,938,354,37.74,136,14.5,352,37.53,76,8.1,6,0.64,14,1.49,Arizona,May,2020
64,2020-06-01,1065,408,38.31,162,15.21,394,37.0,80,7.51,4,0.38,17,1.6,Arizona,June,2020
65,2020-07-01,635,262,41.26,81,12.76,207,32.6,75,11.81,3,0.47,7,1.1,Arizona,July,2020
66,2020-08-01,557,243,43.63,58,10.41,189,33.93,51,9.16,2,0.36,14,2.51,Arizona,August,2020
67,2020-09-01,1117,442,39.57,145,12.98,413,36.97,89,7.97,4,0.36,24,2.15,Arizona,September,2020
68,2020-10-01,996,406,40.76,142,14.26,346,34.74,87,8.73,3,0.3,12,1.2,Arizona,October,2020
69,2020-11-01,975,366,37.54,134,13.74,355,36.41,78,8.0,5,0.51,37,3.79,Arizona,November,2020
70,2020-12-01,892,335,37.56,137,15.36,316,35.43,74,8.3,9,1.01,21,2.35,Arizona,December,2020
71,2021-01-01,959,377,39.31,144,15.02,336,35.04,68,7.09,2,0.21,32,3.34,Arizona,January,2021
72,2021-02-01,886,353,39.84,122,13.77,313,35.33,69,7.79,2,0.23,27,3.05,Arizona,February,2021
73,2021-03-01,864,295,34.14,119,13.77,360,41.67,67,7.75,3,0.35,20,2.31,Arizona,March,2021
74,2021-04-01,1052,369,35.08,142,13.5,430,40.87,74,7.03,2,0.19,35,3.33,Arizona,April,2021
75,2021-05-01,1103,353,32.0,163,14.78,470,42.61,88,7.98,5,0.45,24,2.18,Arizona,May,2021
76,2021-06-01,972,376,38.68,135,13.89,361,37.14,65,6.69,3,0.31,32,3.29,Arizona,June,2021
77,2021-07-01,1145,440,38.43,162,14.15,419,36.59,95,8.3,9,0.79,20,1.75,Arizona,July,2021
78,2021-08-01,1058,388,36.67,150,14.18,400,37.81,90,8.51,8,0.76,22,2.08,Arizona,August,2021
79,2021-09-01,1049,389,37.08,150,14.3,391,37.27,87,8.29,6,0.57,26,2.48,Arizona,September,2021
80,2021-10-01,1093,396,36.23,156,14.27,427,39.07,83,7.59,7,0.64,24,2.2,Arizona,October,2021
81,2021-11-01,912,356,39.04,124,13.6,334,36.62,75,8.22,4,0.44,19,2.08,Arizona,November,2021
82,2021-12-01,888,322,36.26,129,14.53,335,37.73,85,9.57,5,0.56,12,1.35,Arizona,December,2021
83,2022-01-01,917,327,35.66,103,11.23,382,41.66,83,9.05,5,0.55,17,1.85,Arizona,January,2022
84,2022-02-01,961,371,38.61,111,11.55,369,38.4,78,8.12,4,0.42,28,2.91,Arizona,February,2022
85,2022-03-01,922,339,36.77,135,14.64,355,38.5,74,8.03,4,0.43,15,1.63,Arizona,March,2022
86,2022-04-01,1218,433,35.55,177,14.53,484,39.74,94,7.72,6,0.49,24,1.97,Arizona,April,2022
87,2022-05-01,1172,427,36.43,153,13.05,485,41.38,79,6.74,5,0.43,23,1.96,Arizona,May,2022
88,2022-06-01,1145,424,37.03,171,14.93,429,37.47,96,8.38,6,0.52,19,1.66,Arizona,June,2022
89,2022-07-01,1027,369,35.93,135,13.15,406,39.53,89,8.67,4,0.39,24,2.34,Arizona,July,2022
90,2022-08-01,1076,377,35.04,172,15.99,415,38.57,90,8.36,8,0.74,14,1.3,Arizona,August,2022
91,2022-09-01,1275,459,36.0,191,14.98,503,39.45,98,7.69,2,0.16,22,1.73,Arizona,September,2022
92,2015-01-01,98,79,80.61,10,10.2,0,0.0,4,4.08,0,0.0,5,5.1,Maine,January,2015
93,2015-02-01,94,79,84.04,9,9.57,0,0.0,3,3.19,0,0.0,3,3.19,Maine,February,2015
94,2015-03-01,116,101,87.07,9,7.76,0,0.0,3,2.59,1,0.86,2,1.72,Maine,March,2015
95,2015-04-01,86,74,86.05,6,6.98,0,0.0,5,5.81,0,0.0,1,1.16,Maine,April,2015
96,2015-05-01,94,76,80.85,13,13.83,0,0.0,4,4.26,0,0.0,1,1.06,Maine,May,2015
97,2015-06-01,83,69,83.13,11,13.25,0,0.0,1,1.2,0,0.0,2,2.41,Maine,June,2015
98,2015-07-01,99,89,89.9,6,6.06,0,0.0,2,2.02,0,0.0,2,2.02,Maine,July,2015
99,2015-08-01,97,77,79.38,14,14.43,0,0.0,5,5.15,0,0.0,1,1.03,Maine,August,2015
100,2015-09-01,102,80,78.43,14,13.73,0,0.0,5,4.9,0,0.0,3,2.94,Maine,September,2015
101,2015-10-01,103,92,89.32,6,5.83,0,0.0,3,2.91,2,1.94,0,0.0,Maine,October,2015
102,2015-11-01,99,85,85.86,7,7.07,0,0.0,3,3.03,1,1.01,3,3.03,Maine,November,2015
103,2015-12-01,98,79,80.61,11,11.22,0,0.0,4,4.08,1,1.02,3,3.06,Maine,December,2015
104,2016-01-01,88,77,87.5,9,10.23,0,0.0,2,2.27,0,0.0,0,0.0,Maine,January,2016
105,2016-02-01,119,103,86.55,12,10.08,0,0.0,1,0.84,2,1.68,1,0.84,Maine,February,2016
106,2016-03-01,105,92,87.62,11,10.48,0,0.0,1,0.95,0,0.0,1,0.95,Maine,March,2016
107,2016-04-01,92,73,79.35,17,18.48,0,0.0,1,1.09,0,0.0,1,1.09,Maine,April,2016
108,2016-05-01,127,106,83.46,9,7.09,0,0.0,9,7.09,0,0.0,3,2.36,Maine,May,2016
109,2016-06-01,117,97,82.91,11,9.4,0,0.0,2,1.71,1,0.85,6,5.13,Maine,June,2016
110,2016-07-01,111,96,86.49,8,7.21,0,0.0,2,1.8,1,0.9,4,3.6,Maine,July,2016
111,2016-08-01,132,109,82.58,14,10.61,0,0.0,6,4.55,0,0.0,3,2.27,Maine,August,2016
112,2016-09-01,113,97,85.84,11,9.73,0,0.0,4,3.54,0,0.0,1,0.88,Maine,September,2016
113,2016-10-01,93,83,89.25,7,7.53,0,0.0,3,3.23,0,0.0,0,0.0,Maine,October,2016
114,2016-11-01,110,91,82.73,12,10.91,0,0.0,5,4.55,0,0.0,2,1.82,Maine,November,2016
115,2016-12-01,117,100,85.47,11,9.4,0,0.0,4,3.42,0,0.0,2,1.71,Maine,December,2016
116,2017-01-01,113,95,84.07,14,12.39,0,0.0,4,3.54,0,0.0,0,0.0,Maine,January,2017
117,2017-02-01,103,88,85.44,8,7.77,0,0.0,2,1.94,0,0.0,5,4.85,Maine,February,2017
118,2017-03-01,117,95,81.2,13,11.11,0,0.0,5,4.27,0,0.0,4,3.42,Maine,March,2017
119,2017-04-01,97,81,83.51,11,11.34,0,0.0,2,2.06,0,0.0,3,3.09,Maine,April,2017
120,2017-05-01,109,87,79.82,11,10.09,0,0.0,5,4.59,1,0.92,5,4.59,Maine,May,2017
121,2017-06-01,94,82,87.23,9,9.57,0,0.0,2,2.13,0,0.0,1,1.06,Maine,June,2017
122,2017-07-01,93,78,83.87,9,9.68,0,0.0,3,3.23,0,0.0,3,3.23,Maine,July,2017
123,2017-08-01,119,98,82.35,14,11.76,0,0.0,4,3.36,1,0.84,2,1.68,Maine,August,2017
124,2017-09-01,135,107,79.26,22,16.3,0,0.0,3,2.22,0,0.0,3,2.22,Maine,September,2017
125,2017-10-01,101,75,74.26,16,15.84,0,0.0,5,4.95,1,0.99,4,3.96,Maine,October,2017
126,2017-11-01,136,112,82.35,15,11.03,0,0.0,3,2.21,0,0.0,6,4.41,Maine,November,2017
127,2017-12-01,110,94,85.45,7,6.36,0,0.0,6,5.45,1,0.91,2,1.82,Maine,December,2017
128,2018-01-01,111,85,76.58,16,14.41,0,0.0,5,4.5,2,1.8,3,2.7,Maine,January,2018
129,2018-02-01,113,97,85.84,9,7.96,0,0.0,1,0.88,1,0.88,5,4.42,Maine,February,2018
130,2018-03-01,134,115,85.82,15,11.19,0,0.0,2,1.49,0,0.0,2,1.49,Maine,March,2018
131,2018-04-01,128,106,82.81,14,10.94,0,0.0,3,2.34,2,1.56,3,2.34,Maine,April,2018
132,2018-05-01,126,102,80.95,11,8.73,0,0.0,4,3.17,0,0.0,9,7.14,Maine,May,2018
133,2018-06-01,125,94,75.2,22,17.6,0,0.0,4,3.2,1,0.8,4,3.2,Maine,June,2018
134,2018-07-01,106,78,73.58,17,16.04,0,0.0,8,7.55,1,0.94,2,1.89,Maine,July,2018
135,2018-08-01,85,71,83.53,6,7.06,0,0.0,4,4.71,0,0.0,4,4.71,Maine,August,2018
136,2018-09-01,114,95,83.33,14,12.28,0,0.0,2,1.75,1,0.88,2,1.75,Maine,September,2018
137,2018-10-01,91,76,83.52,6,6.59,0,0.0,2,2.2,1,1.1,6,6.59,Maine,October,2018
138,2018-11-01,102,83,81.37,12,11.76,0,0.0,3,2.94,0,0.0,4,3.92,Maine,November,2018
139,2018-12-01,84,65,77.38,12,14.29,0,0.0,2,2.38,0,0.0,5,5.95,Maine,December,2018
140,2019-01-01,80,64,80.0,11,13.75,0,0.0,3,3.75,0,0.0,2,2.5,Maine,January,2019
141,2019-02-01,95,86,90.53,5,5.26,0,0.0,0,0.0,0,0.0,4,4.21,Maine,February,2019
142,2019-03-01,103,78,75.73,6,5.83,0,0.0,10,9.71,2,1.94,7,6.8,Maine,March,2019
143,2019-04-01,91,73,80.22,12,13.19,0,0.0,3,3.3,1,1.1,2,2.2,Maine,April,2019
144,2019-05-01,89,69,77.53,11,12.36,0,0.0,3,3.37,1,1.12,5,5.62,Maine,May,2019
145,2019-06-01,99,85,85.86,5,5.05,0,0.0,5,5.05,0,0.0,4,4.04,Maine,June,2019
146,2019-07-01,91,80,87.91,6,6.59,0,0.0,3,3.3,0,0.0,2,2.2,Maine,July,2019
147,2019-08-01,92,72,78.26,11,11.96,0,0.0,1,1.09,1,1.09,7,7.61,Maine,August,2019
148,2019-09-01,103,84,81.55,11,10.68,0,0.0,3,2.91,0,0.0,5,4.85,Maine,September,2019
149,2019-10-01,79,63,79.75,9,11.39,0,0.0,1,1.27,1,1.27,5,6.33,Maine,October,2019
150,2019-11-01,98,78,79.59,12,12.24,0,0.0,4,4.08,1,1.02,3,3.06,Maine,November,2019
151,2019-12-01,81,71,87.65,6,7.41,0,0.0,1,1.23,1,1.23,2,2.47,Maine,December,2019
152,2020-01-01,96,74,77.08,12,12.5,0,0.0,3,3.13,4,4.17,3,3.13,Maine,January,2020
153,2020-02-01,88,69,78.41,14,15.91,0,0.0,1,1.14,1,1.14,3,3.41,Maine,February,2020
154,2020-03-01,65,59,90.77,3,4.62,0,0.0,0,0.0,0,0.0,3,4.62,Maine,March,2020
155,2020-04-01,12,9,75.0,0,0.0,0,0.0,2,16.67,0,0.0,1,8.33,Maine,April,2020
156,2020-05-01,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,Maine,May,2020
157,2020-06-01,10,8,80.0,1,10.0,0,0.0,1,10.0,0,0.0,0,0.0,Maine,June,2020
158,2020-07-01,69,51,73.91,6,8.7,0,0.0,6,8.7,0,0.0,6,8.7,Maine,July,2020
159,2020-08-01,97,75,77.32,14,14.43,0,0.0,4,4.12,1,1.03,3,3.09,Maine,August,2020
160,2020-09-01,56,45,80.36,6,10.71,0,0.0,1,1.79,0,0.0,4,7.14,Maine,September,2020
161,2020-10-01,61,52,85.25,4,6.56,0,0.0,2,3.28,0,0.0,3,4.92,Maine,October,2020
162,2020-11-01,31,27,87.1,1,3.23,0,0.0,1,3.23,0,0.0,2,6.45,Maine,November,2020
163,2020-12-01,68,57,83.82,8,11.76,0,0.0,1,1.47,0,0.0,2,2.94,Maine,December,2020
164,2021-01-01,37,31,83.78,5,13.51,0,0.0,0,0.0,0,0.0,1,2.7,Maine,January,2021
165,2021-02-01,52,46,88.46,2,3.85,0,0.0,1,1.92,0,0.0,3,5.77,Maine,February,2021
166,2021-03-01,71,57,80.28,10,14.08,0,0.0,2,2.82,1,1.41,1,1.41,Maine,March,2021
167,2021-04-01,36,32,88.89,1,2.78,0,0.0,2,5.56,0,0.0,1,2.78,Maine,April,2021
168,2021-05-01,61,47,77.05,7,11.48,0,0.0,2,3.28,1,1.64,4,6.56,Maine,May,2021
169,2021-06-01,85,64,75.29,11,12.94,0,0.0,3,3.53,0,0.0,7,8.24,Maine,June,2021
170,2021-07-01,78,68,87.18,8,10.26,0,0.0,0,0.0,0,0.0,2,2.56,Maine,July,2021
171,2021-08-01,61,51,83.61,7,11.48,0,0.0,1,1.64,0,0.0,2,3.28,Maine,August,2021
172,2021-09-01,26,23,88.46,1,3.85,0,0.0,0,0.0,0,0.0,2,7.69,Maine,September,2021
173,2021-10-01,83,64,77.11,9,10.84,0,0.0,4,4.82,0,0.0,6,7.23,Maine,October,2021
174,2021-11-01,73,59,80.82,9,12.33,0,0.0,1,1.37,0,0.0,4,5.48,Maine,November,2021
175,2021-12-01,54,42,77.78,4,7.41,0,0.0,3,5.56,0,0.0,5,9.26,Maine,December,2021
176,2022-01-01,73,59,80.82,7,9.59,0,0.0,5,6.85,0,0.0,2,2.74,Maine,January,2022
177,2022-02-01,79,63,79.75,10,12.66,0,0.0,2,2.53,1,1.27,3,3.8,Maine,February,2022
178,2022-03-01,94,74,78.72,12,12.77,0,0.0,4,4.26,0,0.0,4,4.26,Maine,March,2022
179,2022-04-01,72,63,87.5,9,12.5,0,0.0,0,0.0,0,0.0,0,0.0,Maine,April,2022
180,2022-05-01,82,68,82.93,5,6.1,0,0.0,7,8.54,2,2.44,0,0.0,Maine,May,2022
181,2022-06-01,80,73,91.25,4,5.0,0,0.0,2,2.5,0,0.0,1,1.25,Maine,June,2022
182,2022-07-01,63,52,82.54,5,7.94,0,0.0,4,6.35,1,1.59,1,1.59,Maine,July,2022
183,2022-08-01,71,57,80.28,6,8.45,0,0.0,5,7.04,1,1.41,2,2.82,Maine,August,2022
184,2022-09-01,56,46,82.14,4,7.14,0,0.0,5,8.93,1,1.79,0,0.0,Maine,September,2022
185,2016-01-01,630,390,61.9,94,14.92,70,11.11,42,6.67,31,4.92,3,0.48,Washington,January,2016
186,2016-02-01,646,394,60.99,111,17.18,82,12.69,40,6.19,19,2.94,0,0.0,Washington,February,2016
187,2016-03-01,772,461,59.72,112,14.51,103,13.34,55,7.12,39,5.05,2,0.26,Washington,March,2016
188,2016-04-01,643,389,60.5,119,18.51,81,12.6,31,4.82,22,3.42,1,0.16,Washington,April,2016
189,2016-05-01,657,431,65.6,81,12.33,87,13.24,39,5.94,17,2.59,2,0.3,Washington,May,2016
190,2016-06-01,767,483,62.97,121,15.78,102,13.3,42,5.48,17,2.22,2,0.26,Washington,June,2016
191,2016-07-01,582,352,60.48,87,14.95,75,12.89,34,5.84,30,5.15,4,0.69,Washington,July,2016
192,2016-08-01,660,397,60.15,97,14.7,95,14.39,45,6.82,25,3.79,1,0.15,Washington,August,2016
193,2016-09-01,708,435,61.44,104,14.69,87,12.29,42,5.93,38,5.37,2,0.28,Washington,September,2016
194,2016-10-01,691,414,59.91,104,15.05,96,13.89,46,6.66,28,4.05,3,0.43,Washington,October,2016
195,2016-11-01,643,387,60.19,90,14.0,93,14.46,42,6.53,27,4.2,4,0.62,Washington,November,2016
196,2016-12-01,702,424,60.4,93,13.25,109,15.53,45,6.41,25,3.56,6,0.85,Washington,December,2016
197,2017-01-01,613,369,60.2,91,14.85,89,14.52,30,4.89,27,4.4,7,1.14,Washington,January,2017
198,2017-02-01,630,390,61.9,87,13.81,95,15.08,37,5.87,14,2.22,7,1.11,Washington,February,2017
199,2017-03-01,771,475,61.61,127,16.47,102,13.23,38,4.93,22,2.85,7,0.91,Washington,March,2017
200,2017-04-01,664,421,63.4,106,15.96,86,12.95,32,4.82,16,2.41,3,0.45,Washington,April,2017
201,2017-05-01,739,449,60.76,93,12.58,132,17.86,37,5.01,20,2.71,8,1.08,Washington,May,2017
202,2017-06-01,766,455,59.4,113,14.75,99,12.92,55,7.18,40,5.22,4,0.52,Washington,June,2017
203,2017-07-01,660,394,59.7,99,15.0,88,13.33,44,6.67,30,4.55,5,0.76,Washington,July,2017
204,2017-08-01,775,488,62.97,120,15.48,94,12.13,37,4.77,32,4.13,4,0.52,Washington,August,2017
205,2017-09-01,680,425,62.5,97,14.26,88,12.94,41,6.03,22,3.24,7,1.03,Washington,September,2017
206,2017-10-01,705,417,59.15,99,14.04,106,15.04,51,7.23,26,3.69,6,0.85,Washington,October,2017
207,2017-11-01,626,400,63.9,98,15.65,68,10.86,34,5.43,20,3.19,6,0.96,Washington,November,2017
208,2017-12-01,645,404,62.64,94,14.57,90,13.95,36,5.58,19,2.95,2,0.31,Washington,December,2017
209,2018-01-01,675,417,61.78,98,14.52,97,14.37,36,5.33,25,3.7,2,0.3,Washington,January,2018
210,2018-02-01,671,406,60.51,104,15.5,83,12.37,46,6.86,27,4.02,5,0.75,Washington,February,2018
211,2018-03-01,790,459,58.1,123,15.57,121,15.32,53,6.71,28,3.54,6,0.76,Washington,March,2018
212,2018-04-01,678,416,61.36,95,14.01,96,14.16,37,5.46,27,3.98,7,1.03,Washington,April,2018
213,2018-05-01,725,436,60.14,121,16.69,84,11.59,53,7.31,28,3.86,3,0.41,Washington,May,2018
214,2018-06-01,698,423,60.6,95,13.61,108,15.47,43,6.16,23,3.3,6,0.86,Washington,June,2018
215,2018-07-01,602,342,56.81,94,15.61,101,16.78,36,5.98,26,4.32,3,0.5,Washington,July,2018
216,2018-08-01,715,416,58.18,109,15.24,108,15.1,50,6.99,29,4.06,3,0.42,Washington,August,2018
217,2018-09-01,586,362,61.77,88,15.02,71,12.12,47,8.02,14,2.39,4,0.68,Washington,September,2018
218,2018-10-01,687,409,59.53,107,15.57,86,12.52,46,6.7,30,4.37,9,1.31,Washington,October,2018
219,2018-11-01,630,365,57.94,97,15.4,93,14.76,43,6.83,22,3.49,10,1.59,Washington,November,2018
220,2018-12-01,616,361,58.6,94,15.26,85,13.8,48,7.79,22,3.57,6,0.97,Washington,December,2018
221,2019-01-01,646,360,55.73,100,15.48,107,16.56,53,8.2,23,3.56,3,0.46,Washington,January,2019
222,2019-02-01,623,374,60.03,93,14.93,100,16.05,33,5.3,22,3.53,1,0.16,Washington,February,2019
223,2019-03-01,743,454,61.1,99,13.32,121,16.29,41,5.52,23,3.1,5,0.67,Washington,March,2019
224,2019-04-01,666,416,62.46,102,15.32,74,11.11,36,5.41,25,3.75,13,1.95,Washington,April,2019
225,2019-05-01,709,431,60.79,96,13.54,109,15.37,41,5.78,21,2.96,11,1.55,Washington,May,2019
226,2019-06-01,581,372,64.03,78,13.43,82,14.11,36,6.2,10,1.72,3,0.52,Washington,June,2019
227,2019-07-01,622,374,60.13,104,16.72,86,13.83,35,5.63,22,3.54,1,0.16,Washington,July,2019
228,2019-08-01,647,380,58.73,86,13.29,117,18.08,44,6.8,19,2.94,1,0.15,Washington,August,2019
229,2019-09-01,550,311,56.55,96,17.45,94,17.09,29,5.27,20,3.64,0,0.0,Washington,September,2019
230,2019-10-01,721,425,58.95,91,12.62,126,17.48,42,5.83,36,4.99,1,0.14,Washington,October,2019
231,2019-11-01,595,359,60.34,87,14.62,91,15.29,38,6.39,16,2.69,4,0.67,Washington,November,2019
232,2019-12-01,579,341,58.89,90,15.54,82,14.16,43,7.43,23,3.97,0,0.0,Washington,December,2019
233,2020-01-01,624,350,56.09,94,15.06,103,16.51,40,6.41,28,4.49,9,1.44,Washington,January,2020
234,2020-02-01,597,343,57.45,92,15.41,105,17.59,34,5.7,20,3.35,3,0.5,Washington,February,2020
235,2020-03-01,600,352,58.67,76,12.67,109,18.17,35,5.83,23,3.83,5,0.83,Washington,March,2020
236,2020-04-01,293,171,58.36,39,13.31,53,18.09,21,7.17,9,3.07,0,0.0,Washington,April,2020
237,2020-05-01,292,167,57.19,39,13.36,48,16.44,26,8.9,11,3.77,1,0.34,Washington,May,2020
238,2020-06-01,263,162,61.6,41,15.59,39,14.83,10,3.8,11,4.18,0,0.0,Washington,June,2020
239,2020-07-01,313,177,56.55,47,15.02,53,16.93,19,6.07,15,4.79,2,0.64,Washington,July,2020
240,2020-08-01,338,212,62.72,36,10.65,55,16.27,24,7.1,9,2.66,2,0.59,Washington,August,2020
241,2020-09-01,385,211,54.81,51,13.25,76,19.74,25,6.49,19,4.94,3,0.78,Washington,September,2020
242,2020-10-01,495,306,61.82,67,13.54,84,16.97,26,5.25,10,2.02,2,0.4,Washington,October,2020
243,2020-11-01,400,222,55.5,65,16.25,72,18.0,24,6.0,16,4.0,1,0.25,Washington,November,2020
